date,ticker,side,price,shares,notional,cash_after,pnl,entry_date,entry_price
2010-02-18,APH,BUY,5.244999885559082,38.34476861694244,201.11830700765256,3597.7633859846947,,,
2010-02-18,BF-B,BUY,14.071999549865724,14.292091631680847,201.11830700765256,3396.645078977042,,,
2010-02-18,BMY,BUY,24.84000015258789,8.09655015186059,201.11830700765256,3195.5267719693893,,,
2010-02-18,BXP,BUY,66.3499984741211,3.0311727450317276,201.11830700765256,2994.4084649617366,,,
2010-02-18,CBRE,BUY,13.270000457763672,15.155862853794202,201.1183070076525,2793.290157954084,,,
2010-02-18,CLX,BUY,60.900001525878906,3.3024351718971485,201.1183070076525,2592.1718509464313,,,
2010-02-18,CNP,BUY,14.390000343322754,13.976254496823232,201.1183070076525,2391.0535439387786,,,
2010-02-18,CRM,BUY,17.112499237060547,11.752713862630332,201.11830700765248,2189.935236931126,,,
2010-02-18,CSX,BUY,5.155556201934815,39.010011554558425,201.11830700765248,1988.8169299234735,,,
2010-02-18,DVA,BUY,30.59499931335449,6.573567952978049,201.11830700765248,1787.698622915821,,,
2010-02-18,EXPE,BUY,45.70000076293945,4.400838154268697,201.11830700765248,1586.5803159081686,,,
2010-02-18,FAST,BUY,5.454999923706055,36.8686177489468,201.11830700765248,1385.4620089005161,,,
2010-02-18,FLS,BUY,32.856666564941406,6.121080682671838,201.1183070076525,1184.3437018928637,,,
2010-02-18,GE,BUY,77.82918548583984,2.5840988281220514,201.1183070076525,983.2253948852112,,,
2010-02-18,HAL,BUY,31.540000915527344,6.37661069022483,201.11830700765256,782.1070878775587,,,
2010-02-18,IBM,BUY,122.18929290771484,1.6459568774127367,201.11830700765256,580.9887808699061,,,
2010-02-18,INTU,BUY,30.31999969482422,6.633189611871417,201.11830700765256,379.87047386225356,,,
2010-02-18,ITW,BUY,46.56999969482422,4.318623756186213,201.11830700765256,178.752166854601,,,
2010-02-22,DE,SELL,56.70000076293945,3.541076515952128,200.77904115611264,379.5312080107136,0.779041156112637,2010-02-17,56.47999954223633
2010-02-22,PSA,SELL,81.33999633789062,2.5396825396825395,206.57776847718253,586.1089764878961,6.5777684771825395,2010-02-17,78.75
2010-02-22,BK,BUY,28.84000015258789,7.00126988031025,201.9166244164566,384.19235207143953,,,
2010-02-22,CMCSA,BUY,8.095000267028809,24.943374645566028,201.9166244164566,182.27572765498292,,,
2010-02-23,NTRS,SELL,53.459999084472656,3.8580246800021634,206.24999586078857,388.52572351577146,6.2499958607885695,2010-02-17,51.84000015258789
2010-02-23,ADI,SELL,29.14999961853028,6.801430811068127,198.26170554809602,586.7874290638674,-2.8566014595565554,2010-02-18,29.56999969482422
2010-02-23,F,BUY,11.600000381469728,17.20151454530683,199.53757528741627,387.2498537764511,,,
2010-02-24,ADBE,BUY,34.54999923706055,5.826790288228817,201.3156000128174,185.9342537636337,,,
2010-02-26,CL,SELL,41.470001220703125,4.92610855952328,204.28572797674656,390.21998174038026,4.285727976746543,2010-02-17,40.59999847412109
2010-02-26,AKAM,BUY,26.299999237060547,7.667495561700722,201.6551274228941,188.56485431748615,,,
2010-03-02,BAC,SELL,16.459999084472656,12.771392206178787,210.21710402114405,398.7819583386302,10.217104021144044,2010-02-17,15.65999984741211
2010-03-02,ABT,BUY,26.187484741210938,7.841643462826066,205.3529185287741,193.4290398098561,,,
2010-03-08,PNW,SELL,37.86000061035156,5.457025693676387,206.60299609329218,400.0320359031483,6.60299609329219,2010-02-17,36.650001525878906
2010-03-08,WM,SELL,33.599998474121094,6.0606060606060606,203.6363543886127,603.6683902917609,3.6363543886126894,2010-02-17,33.0
2010-03-08,ITW,SELL,46.65999984741211,4.318623756186213,201.506983804679,805.17537409644,0.38867679702644853,2010-02-18,46.56999969482422
2010-03-08,ADBE,SELL,35.060001373291016,5.826790288228817,204.28727550718108,1009.4626496036211,2.9716754943636454,2010-02-24,34.54999923706055
2010-03-08,MCD,BUY,65.12000274658203,3.215824957468792,209.41453006289476,800.0481195407264,,,
2010-03-08,T,BUY,19.093656539916992,10.967754113786167,209.41453006289476,590.6335894778316,,,
2010-03-09,DOV,SELL,31.18401336669922,6.712215955736512,209.31383208385915,799.9474215616908,9.313832083859147,2010-02-17,29.79641914367676
2010-03-09,FAST,SELL,5.661250114440918,36.8686177489468,208.7224664505035,1008.6698880121943,7.604159442851042,2010-02-18,5.454999923706055
2010-03-09,FLS,SELL,35.119998931884766,6.121080682671838,214.97234703741543,1223.6422350496098,13.854040029762926,2010-02-18,32.856666564941406
2010-03-09,AMT,BUY,42.88999938964844,4.897306519424976,210.04547362905853,1013.5967614205513,,,
2010-03-09,GILD,BUY,23.71999931335449,8.855205721308845,210.04547362905853,803.5512877914928,,,
2010-03-10,CBRE,SELL,13.949999809265137,15.155862853794202,211.4242839196777,1014.9755717111705,10.305976912025198,2010-02-18,13.270000457763672
2010-03-10,AMAT,BUY,12.529999732971191,16.8285010187777,210.86111327159,804.1144584395804,,,
2010-03-10,ANTM,BUY,62.47999954223633,3.374857791556935,210.86111327159,593.2533451679903,,,
2010-03-10,QCOM,BUY,38.880001068115234,5.423382394001869,210.86111327159,382.39223189640035,,,
2010-03-11,AVY,BUY,33.040000915527344,6.419020304211482,212.08443672793598,170.30779516846437,,,
2010-03-12,MKC,SELL,19.155000686645508,10.775862379037251,206.41165126965603,376.71944643812037,6.411651269656045,2010-02-17,18.559999465942383
2010-03-12,CHRW,BUY,53.869998931884766,3.9382277569359605,212.15232505965912,164.56712137846125,,,
2010-03-17,DHR,SELL,26.01436233520508,7.910844268456111,205.79556917699765,370.3626905554589,5.795569176997639,2010-02-17,25.28175163269043
2010-03-17,BMY,SELL,25.979999542236328,8.09655015186059,210.34836923903163,580.7110597944906,9.230062231379037,2010-02-18,24.84000015258789
2010-03-17,FE,BUY,39.9900016784668,5.391811117081743,215.61853562207483,365.0925241724157,,,
2010-03-17,PPL,BUY,27.17825126647949,7.93349555524971,215.61853562207483,149.4739885503409,,,
2010-03-18,ORCL,SELL,25.3799991607666,8.27129848948718,209.92554872163467,359.39953727197553,9.925548721634696,2010-02-17,24.18000030517578
2010-03-18,UNH,BUY,33.59000015258789,6.43465799843542,216.14016314929665,143.25937412267888,,,
2010-03-19,APH,SELL,5.43625020980835,38.34476861694244,208.45175643890596,351.7111305615848,7.3334494312533804,2010-02-18,5.244999885559082
2010-03-22,CINF,SELL,28.68000030517578,7.544322831883875,216.37118112077414,568.082311682359,16.371181120774136,2010-02-17,26.51000022888184
2010-03-22,ANTM,SELL,64.38999938964844,3.374857791556935,217.30709113850133,785.3894028208604,6.445977866911314,2010-03-10,62.47999954223633
2010-03-22,KLAC,BUY,29.770000457763672,7.262337298567272,216.19978470278187,569.1896181180784,,,
2010-03-22,PHM,BUY,11.470000267028809,18.849152543113785,216.19978470278187,352.9898334152966,,,
2010-03-22,WDC,BUY,30.71806526184082,7.038196672215346,216.19978470278187,136.7900487125147,,,
2010-03-23,VRSN,SELL,26.420000076293945,8.291873675007574,219.07130312631986,355.8613518388346,19.071303126319854,2010-02-17,24.1200008392334
2010-03-23,LEN,BUY,16.238943099975586,13.388882167915822,217.42129569706282,138.44005614177178,,,
2010-03-24,AMGN,SELL,59.06999969482422,3.4965034498667755,206.53845771658226,344.97851385835406,6.538457716582268,2010-02-17,57.20000076293945
2010-03-24,FISV,SELL,12.677499771118164,16.977929077554855,215.2376919947621,560.2162058531162,15.237691994762079,2010-02-17,11.779999732971191
2010-03-24,CRM,SELL,19.040000915527344,11.752713862630332,223.77168270441243,783.9878885575287,22.653375696759955,2010-02-18,17.112499237060547
2010-03-24,CSX,SELL,5.6777777671813965,39.010011554558425,221.4901763019612,1005.4780648594899,20.371869294308716,2010-02-18,5.155556201934815
2010-03-24,BK,SELL,30.68000030517578,7.00126988031025,214.79896206453648,1220.2770269240264,12.882337648079863,2010-02-22,28.84000015258789
2010-03-24,MCD,SELL,66.80000305175781,3.215824957468792,214.81711697283424,1435.0941438968607,5.402586909939464,2010-03-08,65.12000274658203
2010-03-24,T,SELL,19.83383750915528,10.967754113786167,217.53265293320422,1652.626796830065,8.11812287030947,2010-03-08,19.093656539916992
2010-03-24,CHRW,SELL,56.119998931884766,3.9382277569359605,221.01333751276505,1873.64013434283,8.86101245310591,2010-03-12,53.869998931884766
2010-03-24,DHI,BUY,12.850000381469728,16.819375005635155,216.12897523849418,1657.5111591043358,,,
2010-03-24,GOOGL,BUY,13.94719696044922,15.496230235464672,216.12897523849418,1441.3821838658416,,,
2010-03-25,IPG,SELL,8.390000343322754,28.653295050642086,240.40115531221528,1681.7833391780568,40.40115531221527,2010-02-17,6.980000019073486
2010-03-25,LMT,SELL,83.52999877929688,2.6188292890817144,218.7508073201825,1900.5341464982394,18.75080732018251,2010-02-17,76.37000274658203
2010-03-25,PAYX,SELL,31.06999969482422,6.648936187076915,206.58244530338544,2107.116591801625,6.582445303385447,2010-02-17,30.07999992370605
2010-03-25,INTU,SELL,34.400001525878906,6.633189611871417,228.18173276982085,2335.298324571446,27.063425762168315,2010-02-18,30.31999969482422
2010-03-25,STT,BUY,46.060001373291016,4.686270377040054,215.8496200020779,2119.448704569368,,,
2010-03-26,AEE,BUY,25.6299991607666,8.410213033455333,215.55375298932853,1903.8949515800396,,,
2010-03-26,AEP,BUY,34.09000015258789,6.323078674816759,215.55375298932853,1688.341198590711,,,
2010-03-26,CMS,BUY,15.529999732971191,13.87982979366664,215.55375298932853,1472.7874456013824,,,
2010-03-26,FCX,BUY,39.584999084472656,5.445339345072264,215.5537529893285,1257.2336926120538,,,
2010-03-29,F,SELL,13.56999969482422,17.20151454530683,233.42454713032805,1490.6582397423817,33.88697184291176,2010-02-23,11.600000381469728
2010-03-29,LEN,SELL,17.362152099609375,13.388882167915822,232.4598086431022,1723.118048385484,15.038512946039408,2010-03-23,16.238943099975586
2010-03-29,DUK,BUY,49.77000045776367,4.356642647980709,216.83010658431263,1506.2879418011712,,,
2010-03-29,MMM,BUY,68.0267562866211,3.187423867025641,216.83010658431263,1289.4578352168585,,,
2010-03-29,NEM,BUY,50.369998931884766,4.304747095141526,216.8301065843127,1072.6277286325458,,,
2010-03-29,SNA,BUY,43.060001373291016,5.035534130725939,216.8301065843127,855.797622048233,,,
2010-03-29,SRE,BUY,25.21999931335449,8.597546093884977,216.8301065843127,638.9675154639203,,,
2010-03-29,XEL,BUY,21.239999771118164,10.208573866330973,216.83010658431272,422.1374088796076,,,
2010-03-30,GE,SELL,87.70160675048828,2.5840988281220514,226.62961922835777,648.7670281079654,25.511312220705246,2010-02-18,77.82918548583984
2010-03-30,MKC,BUY,19.145000457763672,11.325570750261248,216.82805719818643,431.93897090977896,,,
2010-03-31,C,SELL,40.5,5.865102901743015,237.5366675205921,669.4756384303711,37.5366675205921,2010-02-17,34.099998474121094
2010-03-31,IRM,SELL,25.323474884033203,9.188959780862042,232.69639222105118,902.1720306514222,32.696392221051156,2010-02-17,21.765249252319336
2010-03-31,KIM,SELL,15.640000343322754,14.903129572502346,233.08495163052018,1135.2569822819423,33.084951630520166,2010-02-17,13.420000076293944
2010-03-31,UNM,SELL,24.770000457763672,9.741840882163114,241.30540311064118,1376.5623853925836,41.30540311064118,2010-02-17,20.530000686645508
2010-03-31,BXP,SELL,75.44000244140625,3.0311727450317276,228.67167928551763,1605.2340646781013,27.55337227786504,2010-02-18,66.3499984741211
2010-03-31,CLX,SELL,64.13999938964844,3.3024351718971485,211.81818990983663,1817.052254587938,10.699882902184125,2010-02-18,60.900001525878906
2010-03-31,AKAM,SELL,31.420000076293945,7.667495561700722,240.91271113362018,2057.964965721558,39.25758371072605,2010-02-26,26.299999237060547
2010-03-31,SLB,BUY,63.459999084472656,3.406574356794512,216.18120556336777,1841.7837601581905,,,
2010-04-01,AMAT,SELL,13.350000381469728,16.8285010187777,224.660495020246,2066.4442551784364,13.799381748656003,2010-03-10,12.529999732971191
2010-04-01,APA,BUY,103.87000274658205,2.095380699281849,217.64719898954064,1848.7970561888958,,,
2010-04-01,CAG,BUY,19.634241104125977,11.08508334166294,217.64719898954064,1631.1498571993552,,,
2010-04-01,DTE,BUY,38.62127685546875,5.635422148367472,217.64719898954064,1413.5026582098146,,,
2010-04-01,EOG,BUY,47.790000915527344,4.554241364720822,217.64719898954058,1195.855459220274,,,
2010-04-01,IP,BUY,23.571514129638672,9.233484017722578,217.64719898954058,978.2082602307335,,,
2010-04-01,MRK,BUY,35.98282241821289,6.048641667402313,217.64719898954056,760.5610612411929,,,
2010-04-01,MSI,BUY,28.5400505065918,7.626027113696638,217.64719898954056,542.9138622516523,,,
2010-04-01,TAP,BUY,43.09999847412109,5.049819180857382,217.64719898954056,325.2666632621117,,,
2010-04-01,TGT,BUY,53.130001068115234,4.0965028159985595,217.64719898954053,107.61946427257118,,,
2010-04-06,NKE,SELL,18.477500915527344,12.40694724489302,229.24937907641024,336.8688433489814,29.24937907641025,2010-02-17,16.1200008392334
2010-04-06,TXT,BUY,21.56999969482422,10.193675602945818,219.8775796446784,116.99126370430298,,,
2010-04-07,DIS,SELL,35.31999969482422,6.480881271690992,228.90472453831782,345.8959882426208,28.90472453831783,2010-02-17,30.86000061035156
2010-04-07,CMCSA,SELL,9.145000457763672,24.943374645566028,228.10717255187208,574.0031607944928,26.190548135415483,2010-02-22,8.095000267028809
2010-04-07,KLAC,SELL,31.690000534057617,7.262337298567272,230.1434728701034,804.1466336645963,13.943688167321527,2010-03-22,29.770000457763672
2010-04-07,AEE,SELL,26.459999084472656,8.410213033455333,222.53422916544812,1026.6808628300444,6.980476176119593,2010-03-26,25.6299991607666
2010-04-07,ADI,BUY,29.459999084472656,7.426863124647231,218.79538085261117,807.8854819774332,,,
2010-04-07,KR,BUY,11.125,19.66700052607741,218.79538085261117,589.090101124822,,,
2010-04-08,QCOM,SELL,42.400001525878906,5.423382394001869,229.95142178110402,819.0415229059261,19.090308509514017,2010-03-10,38.880001068115234
2010-04-08,LEN,BUY,16.429317474365234,13.323308906175432,218.892871828594,600.148651077332,,,
2010-04-08,T,BUY,19.652568817138672,11.138130280337766,218.892871828594,381.255779248738,,,
2010-04-09,MSI,SELL,29.87407493591309,7.626027113696638,227.8205054578784,609.0762847066164,10.173306468337834,2010-04-01,28.5400505065918
2010-04-09,ADBE,BUY,35.470001220703125,6.203563834922228,220.0404167974012,389.0358679092152,,,
2010-04-09,APH,BUY,5.412499904632568,40.65411929320649,220.0404167974012,168.995451111814,,,
2010-04-14,BF-B,SELL,15.93333339691162,14.292091631680847,227.72066090678152,396.7161120185955,26.602353899128953,2010-02-18,14.071999549865724
2010-04-14,ADP,BUY,38.78841018676758,5.721001926548016,221.90856940623203,174.80754261236345,,,
2010-04-15,TGT,SELL,56.59999847412109,4.0965028159985595,231.8620531347512,406.6695957471146,14.214854145210671,2010-04-01,53.130001068115234
2010-04-15,KMB,BUY,59.05081558227539,3.7487337800990663,221.36578711567608,185.30380863143853,,,
2010-04-16,ADI,SELL,30.57999992370605,7.426863124647231,227.11347378508762,412.4172824165262,8.318092932476452,2010-04-07,29.459999084472656
2010-04-16,BSX,BUY,7.340000152587891,29.772147683213337,218.5275685376551,193.88971387887108,,,
2010-04-19,AVY,SELL,36.97999954223633,6.419020304211482,237.3753679113463,431.2650817902174,25.29093118341033,2010-03-11,33.040000915527344
2010-04-19,IP,SELL,25.62608337402344,9.233484017722578,236.6180312708717,667.883113061089,18.97083228133112,2010-04-01,23.571514129638672
2010-04-19,CME,BUY,64.21399688720703,3.4070740036174403,218.78183946277431,449.1012735983147,,,
2010-04-19,LMT,BUY,84.19999694824219,2.5983592326880927,218.78183946277431,230.3194341355404,,,
2010-04-20,ADM,BUY,28.920000076293945,7.656939015157807,221.43867690254186,8.880757232998548,,,
2010-04-23,LH,SELL,68.71993255615234,3.182501679607801,218.70130078248962,227.58205801548817,18.701300782489636,2010-02-17,62.84364318847656
2010-04-23,TXT,SELL,23.850000381469727,10.193675602945818,243.1191670188364,470.7012250343246,23.241587374158026,2010-04-06,21.56999969482422
2010-04-23,CB,BUY,53.130001068115234,4.236940087991794,225.10863140054428,245.5925936337803,,,
2010-04-23,EIX,BUY,34.369998931884766,6.54956759954138,225.10863140054428,20.483962233236014,,,
2010-04-26,WDC,SELL,33.34089279174805,7.038196672215346,234.6597606955697,255.14372292880572,18.459975992787836,2010-03-22,30.71806526184082
2010-04-26,DTE,SELL,40.46808624267578,5.635422148367472,228.0547495140201,483.19847244282585,10.407550524479463,2010-04-01,38.62127685546875
2010-04-26,KIM,BUY,15.90999984741211,14.076770163519893,223.96141115365683,259.237061289169,,,
2010-04-26,VLO,BUY,18.391225814819336,12.177622819094122,223.96141115365683,35.275650135512166,,,
2010-04-27,PHM,SELL,12.630000114440918,18.849152543113785,238.06479877664142,273.3404489121536,21.865014073859566,2010-03-22,11.470000267028809
2010-04-27,DHI,SELL,13.40999984741211,16.819375005635155,225.5478162591345,498.8882651712881,9.418841020640318,2010-03-24,12.850000381469728
2010-04-27,CMS,SELL,16.1299991607666,13.87982979366664,223.8816429234262,722.7699080947143,8.327889934097671,2010-03-26,15.529999732971191
2010-04-27,SLB,SELL,70.30999755859375,3.406574356794512,239.51623470939023,962.2861428041045,23.335029146022453,2010-03-31,63.459999084472656
2010-04-27,EOG,SELL,54.31499862670898,4.554241364720822,247.36361347051266,1209.6497562746172,29.71641448097208,2010-04-01,47.790000915527344
2010-04-27,KR,SELL,11.454999923706056,19.66700052607741,225.28548952574369,1434.935245800361,6.490108673132517,2010-04-07,11.125
2010-04-27,LEN,SELL,18.02846336364746,13.323308906175432,240.1987864975417,1675.1340322979026,21.30591466894772,2010-04-08,16.429317474365234
2010-04-27,APH,SELL,5.738749980926514,40.65411929320649,233.30382631847297,1908.4378586163757,13.263409521071772,2010-04-09,5.412499904632568
2010-04-28,CME,SELL,66.06199645996094,3.4070740036174403,225.0781107658003,2133.515969382176,6.2962713030259705,2010-04-19,64.21399688720703
2010-04-28,AEE,BUY,26.46999931335449,8.317722049114487,220.17009692873393,1913.345872453442,,,
2010-04-28,AMP,BUY,46.470001220703125,4.737897377774216,220.17009692873393,1693.1757755247081,,,
2010-04-28,AON,BUY,43.470001220703125,5.064874413297122,220.17009692873393,1473.0056785959741,,,
2010-04-28,C,BUY,44.5,4.947642627611998,220.17009692873393,1252.8355816672401,,,
2010-04-28,CAH,BUY,36.290000915527344,6.066963113096261,220.17009692873393,1032.6654847385062,,,
2010-04-28,CL,BUY,42.5,5.180472868911386,220.17009692873393,812.4953878097722,,,
2010-04-28,CVS,BUY,37.11000061035156,5.932904697051368,220.17009692873393,592.3252908810382,,,
2010-04-28,D,BUY,41.41999816894531,5.315550619550889,220.17009692873393,372.1551939523043,,,
2010-04-28,ED,BUY,45.16999816894531,4.874255166122686,220.17009692873395,151.98509702357032,,,
2010-05-04,DUK,SELL,50.130001068115234,4.356642647980709,218.39850059666932,370.38359762023964,1.5683940123567026,2010-03-29,49.77000045776367
2010-05-04,MMM,SELL,73.31103515625,3.187423867025641,233.67334317338708,604.0569407936267,16.84323658907445,2010-03-29,68.0267562866211
2010-05-04,SNA,SELL,47.2400016784668,5.035534130725939,237.87864078747018,841.9355815810969,21.048534203157487,2010-03-29,43.060001373291016
2010-05-04,MCK,BUY,67.54000091552734,3.206358950800352,216.55748647256507,625.3780951085319,,,
2010-05-04,PFE,BUY,16.37571144104004,13.224310116373868,216.55748647256507,408.8206086359668,,,
2010-05-05,COST,BUY,60.36000061035156,3.5825948749544025,216.24542883889012,192.57517979707666,,,
2010-05-13,NEM,SELL,57.130001068115234,4.304747095141526,245.9302061434013,438.50538594047794,29.10009955908862,2010-03-29,50.369998931884766
2010-05-13,LH,BUY,66.83848571777344,3.2314440779637894,215.9848288527663,222.52055708771164,,,
2010-05-14,GIS,SELL,36.369998931884766,5.636184206282828,204.98801356241225,427.5085706501239,4.9880135624122515,2010-02-17,35.48500061035156
2010-05-17,AZO,BUY,183.72000122070312,1.161789456909525,213.44396044161795,214.06461020850594,,,
2010-05-17,CLX,BUY,65.0199966430664,3.282743332229612,213.44396044161797,0.6206497668879649,,,
2010-05-20,MCK,SELL,67.63999938964844,3.206358950800352,216.8781174751296,217.49876724201758,0.3206310025645463,2010-05-04,67.54000091552734
2010-05-21,ABC,BUY,30.82999992370605,6.650377277952335,205.03113097188694,12.46763627013064,,,
2010-05-26,AZO,SELL,190.17999267578125,1.161789456909525,220.94911040585336,233.416746675984,7.505149964235388,2010-05-17,183.72000122070312
2010-05-26,FIS,BUY,27.46999931335449,7.34310356799118,201.7150499706086,31.70169670537541,,,
2010-06-04,AMT,SELL,41.5099983215332,4.897306519424976,203.28718540136438,234.9888821067398,-6.758288227694168,2010-03-09,42.88999938964844
2010-06-07,NEM,BUY,55.15999984741211,3.624786440123077,199.9432194840904,35.04566262264939,,,
2010-06-18,DVA,SELL,33.314998626708984,6.573567952978049,218.9984073260419,254.0440699486913,17.880100318389413,2010-02-18,30.59499931335449
2010-06-18,EIX,SELL,34.349998474121094,6.54956759954138,224.97763705039935,479.0217069990906,-0.13099435014494115,2010-04-23,34.369998931884766
2010-06-18,CAH,SELL,35.77000045776367,6.066963113096261,217.01527333268857,696.0369803317792,-3.154823596045367,2010-04-28,36.290000915527344
2010-06-18,ABC,SELL,32.560001373291016,6.650377277952335,216.53629330303139,912.5732736348106,11.505162331144449,2010-05-21,30.82999992370605
2010-06-18,ADSK,BUY,29.239999771118164,7.276887340636327,212.77618417465885,699.7970894601517,,,
2010-06-18,AFL,BUY,22.200000762939453,9.584512471272799,212.77618417465885,487.02090528549286,,,
2010-06-18,CMA,BUY,39.220001220703125,5.425195756045524,212.77618417465888,274.244721110834,,,
2010-06-18,JPM,BUY,39.18000030517578,5.4307346226985755,212.77618417465888,61.46853693617513,,,
2010-06-21,FE,SELL,37.75,5.391811117081743,203.5408696698358,265.00940660601094,-12.07766595223904,2010-03-17,39.9900016784668
2010-06-21,UNH,SELL,31.14999961853028,6.43465799843542,200.43959419663616,465.4490008026471,-15.700568952660497,2010-03-18,33.59000015258789
2010-06-21,XEL,SELL,21.489999771118164,10.208573866330973,219.38225005089546,684.8312508535425,2.552143466582743,2010-03-29,21.239999771118164
2010-06-21,MKC,SELL,19.950000762939453,11.325570750261248,225.94514510843663,910.7763959619792,9.117087910250206,2010-03-30,19.145000457763672
2010-06-21,ADM,SELL,27.15999984741211,7.656939015157807,207.96246248332986,1118.738858445309,-13.476214419211999,2010-04-20,28.920000076293945
2010-06-21,AEE,SELL,25.31999969482422,8.317722049114487,210.60471974521147,1329.3435781905205,-9.565377183522473,2010-04-28,26.46999931335449
2010-06-21,ED,SELL,44.68999862670898,4.874255166122686,217.83045668025198,1547.1740348707724,-2.3396402484819814,2010-04-28,45.16999816894531
2010-06-21,NEM,SELL,59.47999954223633,3.624786440123077,215.60229579922506,1762.7763306699974,15.659076315134659,2010-06-07,55.15999984741211
2010-06-21,BAX,BUY,23.009233474731445,9.191546317329008,211.49043520923115,1551.2858954607661,,,
2010-06-21,DOV,BUY,31.04994773864746,6.811297622443073,211.49043520923112,1339.7954602515351,,,
2010-06-21,IVZ,BUY,19.299999237060547,10.958054070961808,211.49043520923112,1128.305025042304,,,
2010-06-22,AEP,SELL,33.29999923706055,6.323078674816759,210.55851504727187,1338.8635400895757,-4.995237942056662,2010-03-26,34.09000015258789
2010-06-22,SRE,SELL,23.90999984741211,8.597546093884977,205.56732579290838,1544.430865882484,-11.262780791404309,2010-03-29,25.21999931335449
2010-06-22,D,SELL,40.86000061035156,5.315550619550889,217.19340155920395,1761.624267441688,-2.976695369529993,2010-04-28,41.41999816894531
2010-06-22,ALL,BUY,30.549999237060547,6.827213496536146,208.57136711042872,1553.0529003312593,,,
2010-06-23,CB,SELL,52.880001068115234,4.236940087991794,224.04939637854633,1777.1022967098056,-1.0592350219979485,2010-04-23,53.130001068115234
2010-06-23,A,BUY,22.868383407592773,9.08695181912784,207.8038982061381,1569.2983985036676,,,
2010-06-23,MDLZ,BUY,29.540000915527344,7.034661197214402,207.80389820613811,1361.4945002975296,,,
2010-06-23,MMM,BUY,66.9899673461914,3.102015218670687,207.80389820613811,1153.6906020913916,,,
2010-06-23,ORLY,BUY,3.326667070388794,62.466094084326784,207.80389820613814,945.8867038852535,,,
2010-06-23,PM,BUY,46.4900016784668,4.469862136021144,207.80389820613814,738.0828056791154,,,
2010-06-23,PSA,BUY,93.18000030517578,2.230134122403469,207.8038982061382,530.2789074729772,,,
2010-06-23,SPG,BUY,81.03480529785156,2.5643783241328726,207.8038982061382,322.4750092668389,,,
2010-06-23,TXN,BUY,24.780000686645508,8.385952076188937,207.8038982061382,114.67111106070072,,,
2010-06-30,MRK,SELL,33.36832046508789,6.048641667402313,201.83301353636395,316.5041245970647,-15.814185453176604,2010-04-01,35.98282241821289
2010-07-01,CF,BUY,13.097999572753906,15.066116243564124,197.33598412126358,119.1681404758011,,,
2010-07-09,JNJ,SELL,60.540000915527344,3.1259768901368967,189.24664379080505,308.41478426660615,-10.753356209194946,2010-02-17,63.97999954223633
