Symbol,CAGR,Sharpe,MaxDD,Final_Equity,Trades,Signal-to-Profit
BMY,0.07671016970073552,0.4890340399064532,-0.35873385834409033,2.233461615411176,32,0.78125
NDAQ,0.0763529829167724,0.4605657598098537,-0.3967915915140804,2.2254194371475515,41,0.7560975609756098
CME,0.07556134482629773,0.469931110702101,-0.35577296188065033,2.207689082018081,42,0.7380952380952381
ALL,0.07480038759046326,0.5197085629949953,-0.27639438482747336,2.1907668940207268,25,0.76
DUK,0.07361854628226516,0.6582717733311705,-0.21692972836796232,2.1647184802178714,36,0.8055555555555556
AEP,0.07337935394739947,0.6013997914034994,-0.18822753721511376,2.159480898639454,36,0.7777777777777778
AVY,0.07295256333199118,0.4437299923869558,-0.4439805387616068,2.1501640623914553,32,0.8125
LOW,0.07246699808216284,0.4122505080204669,-0.48629219562425885,2.139608571631201,30,0.7333333333333333
WM,0.07217793717239473,0.5800397559045894,-0.28533958932972514,2.1333471678306783,37,0.7567567567567568
ECL,0.07025285718725205,0.44939329681486856,-0.3937029382571662,2.0920702219344074,35,0.8857142857142857
TRV,0.06939568318066147,0.4467858121667849,-0.5449384175337652,2.0739254170927834,28,0.75
KO,0.06907182936803058,0.5819095042328719,-0.15878202698880595,2.06710730255448,36,0.7777777777777778
NTRS,0.06890679718204029,0.40665147394345236,-0.431157407358969,2.063640703961783,33,0.8181818181818182
AMGN,0.06795908327867406,0.4377013803709159,-0.253226216886712,2.043835406995897,36,0.7222222222222222
KMB,0.067374033937732,0.5713808026351015,-0.25590772413798757,2.031695386317497,37,0.7567567567567568
EMN,0.06729289338717814,0.3806891436410686,-0.6220682305829499,2.030016865934062,29,0.6896551724137931
CL,0.0663358719844267,0.507333567361864,-0.23548656270614998,2.0103141548271597,49,0.7959183673469388
GLW,0.0661781510509949,0.3789326127689385,-0.5161411838782155,2.007083787824237,33,0.696969696969697
IRM,0.06572860893730614,0.3919772034798005,-0.4883044733007631,1.9979023203796364,30,0.6333333333333333
ABC,0.06566024903653123,0.4444545632382738,-0.2815887070671964,1.996509480433691,40,0.7
VMC,0.06525478601160883,0.3632176475342076,-0.5950629417818507,1.988266238373083,35,0.7428571428571429
SWK,0.06470317903695211,0.3753261501616255,-0.5791538082044811,1.9771014446504078,32,0.71875
SJM,0.06440035166349056,0.45434651138334925,-0.3855021860812399,1.9709963055195638,36,0.7222222222222222
PGR,0.06397368006489912,0.49622943753963633,-0.2024434058931336,1.9624234587784641,38,0.7631578947368421
SYY,0.06373864567028487,0.3711824948690374,-0.6358974515155553,1.9577155348940032,15,0.8666666666666667
GPC,0.06311108700019985,0.3968499334171041,-0.5311813189271948,1.9451952464035862,31,0.7741935483870968
D,0.062277060117603034,0.5177846009981105,-0.19525438956968455,1.9286682793464358,44,0.7954545454545454
IFF,0.06223889957925777,0.4178687545122268,-0.2823910500379134,1.927915154660245,34,0.7352941176470589
HSY,0.061705258027823895,0.43929880602299576,-0.33453411549085277,1.9174113085081057,34,0.8235294117647058
DRI,0.06168544062428283,0.3464392675302756,-0.7322254454093408,1.9170222385314315,8,0.875
PSA,0.061399021147089616,0.44565016469093166,-0.3013615162174663,1.911407038159352,39,0.717948717948718
PH,0.06041729212949454,0.353143958526361,-0.5557234559724822,1.892273560416088,26,0.6538461538461539
JNJ,0.060359585847846065,0.4708631961360581,-0.26965464279068685,1.891154320420484,34,0.7647058823529411
KEY,0.06016981389866749,0.34274086840240653,-0.6338623759190863,1.8874778433320192,22,0.7727272727272727
AIG,0.059301423789918095,0.3426826190820797,-0.7378543907326717,1.87073706038925,16,0.6875
JPM,0.05903971713779543,0.35167924242162785,-0.5085503616130911,1.8657183969303577,29,0.7586206896551724
AEE,0.057935237835317066,0.47299173116671983,-0.23373045204666265,1.8446725417989742,45,0.7777777777777778
MCD,0.057489156467138036,0.5237926177733099,-0.14593059331422298,1.8362337505202477,35,0.6857142857142857
LH,0.05741828476380051,0.3662398037662934,-0.5172507777635194,1.8348962593800608,27,0.7777777777777778
MDT,0.05720805701513676,0.3955434845052061,-0.3988458669878937,1.830934042415444,40,0.8
AMP,0.05642693446471192,0.3330828374239339,-0.5456243871379765,1.8162799886441012,26,0.7692307692307693
TROW,0.0554106112277879,0.36725847867618494,-0.3870861864964077,1.797372949589694,37,0.7567567567567568
HAS,0.05536479207798739,0.3347160438691499,-0.6345289667023274,1.7965247845429981,24,0.6666666666666666
TXN,0.054258512065989306,0.3521887025282717,-0.3469687003354628,1.776156268237014,40,0.775
EXPE,0.053894929619917153,0.3527348154149612,-0.710685872859536,1.7695080164355332,17,0.7647058823529411
CHRW,0.05354206158806174,0.3754573944412051,-0.30473948393898864,1.7630772970014226,36,0.7222222222222222
CINF,0.05320839370990549,0.363731909119912,-0.46060391978485715,1.7570160118505231,26,0.7692307692307693
CAG,0.052485426310074024,0.34361337247853635,-0.5320420612437786,1.7439477217632327,27,0.7037037037037037
UPS,0.05222093934159222,0.378920575621039,-0.3340491856117116,1.7391889740902224,31,0.7741935483870968
EQR,0.052029806606312734,0.34793733821604844,-0.4210779772963149,1.7357573855192123,33,0.696969696969697
JCI,0.051683471388513924,0.34129697138748366,-0.5201981984166806,1.7295549580269338,34,0.7941176470588235
VZ,0.05138926803290955,0.4147391441048235,-0.2417672648670588,1.7243019628642167,36,0.6944444444444444
PNC,0.051375459267908985,0.32518357153899075,-0.49959663391952736,1.724055763952072,29,0.7931034482758621
CPB,0.05132574272371615,0.36592642644612566,-0.45418373179741856,1.7231696232140201,36,0.7222222222222222
CAH,0.04964493295657424,0.34233443009479186,-0.481558888995386,1.6934533438914805,36,0.6388888888888888
EOG,0.049443667537160785,0.30986627077724305,-0.5539092425295705,1.689926399244409,24,0.5833333333333334
ORCL,0.04894686545967564,0.3287767402180983,-0.371858166986373,1.6812490485100282,36,0.75
RHI,0.047979874582688264,0.31130839187930737,-0.5037609741588782,1.6644751000469784,27,0.7407407407407407
CVS,0.04781301812106342,0.3354426739285162,-0.3669649996862768,1.6615961391365333,30,0.8
CLX,0.04743355316669695,0.41117407210885,-0.2919635896118512,1.655065633252086,36,0.6944444444444444
AIZ,0.046825513773768535,0.34172669182107984,-0.34319992821787104,1.6446499909255228,34,0.7058823529411765
COF,0.04621148519889973,0.3019873773102206,-0.6040651965908985,1.6341921894693685,25,0.72
AFL,0.046083318492485814,0.3064923107768278,-0.539204952818163,1.6320169556996384,19,0.8421052631578947
ADM,0.045853096721554465,0.31969995904983,-0.44424183521899896,1.628116254237035,37,0.7027027027027027
MDLZ,0.045517279700499014,0.327544202984799,-0.4094543664153053,1.6224416068712886,29,0.7931034482758621
PEG,0.04545188857188265,0.3392557263158712,-0.40658907603707917,1.6213387166528797,39,0.7435897435897436
DGX,0.044765045953754745,0.3140483997418977,-0.3933195087380176,1.6097954508733852,30,0.7
DOV,0.044496454834191734,0.3050031865835771,-0.45488655983393445,1.605301768831918,31,0.7741935483870968
BXP,0.04166340310970762,0.2911648810127458,-0.4856878648887498,1.558592056334525,27,0.7777777777777778
PAYX,0.04073796649228556,0.30107918189206057,-0.44153831857553283,1.5436035715338685,31,0.7741935483870968
PNW,0.04000841986856396,0.3128955598866654,-0.3886420888303098,1.5318801357141933,33,0.696969696969697
GD,0.038784459628186774,0.29603844323086953,-0.4762589573851348,1.512393201703431,31,0.7096774193548387
TSN,0.03863456346776695,0.2759148038592137,-0.6523373705530711,1.5100222094581477,27,0.6666666666666666
FE,0.03781277741772948,0.2942156907010212,-0.3606464704354392,1.4970834233931831,25,0.68
MAS,0.037792827023797715,0.2727608213207953,-0.6126091838891194,1.4967705656432195,34,0.7941176470588235
STT,0.037077404891847854,0.26986386752556973,-0.5910631909112668,1.485590629667585,28,0.75
PEP,0.03642697147490859,0.3706310208491801,-0.2230966063819303,1.4754921399073504,37,0.7297297297297297
LEG,0.036125979763245164,0.26692470091386633,-0.6244901567037262,1.4708401375108908,23,0.7391304347826086
GILD,0.03545611619089972,0.26601448760735874,-0.48693128398332153,1.460534770414267,38,0.7368421052631579
ETR,0.03521892540188776,0.3009880840288185,-0.32608963531665647,1.4569015086372992,30,0.6666666666666666
USB,0.03462697006874649,0.26375124375501074,-0.5240813911734818,1.4478697745547635,27,0.7777777777777778
CSCO,0.034542933151701316,0.26671746928434054,-0.44550026954270827,1.4465917141836757,30,0.7333333333333333
MRK,0.03354308585790955,0.2785277919778151,-0.2746340246116863,1.4314641157359427,40,0.725
L,0.03346923966258375,0.27851097266324937,-0.28618934941645935,1.4303525465295384,19,0.6842105263157895
CBRE,0.03292541077861655,0.25992138601767006,-0.5662562418200965,1.4221906756059701,25,0.76
MTB,0.028833527538466575,0.23815461155676873,-0.5612644374102631,1.3621222524417305,23,0.6521739130434783
NUE,0.028758093497922133,0.23867948707327266,-0.42074943417482025,1.3610368498760668,35,0.6571428571428571
UNM,0.027977873148938848,0.24825527830489028,-0.8199279163620802,1.3498564233722103,15,0.6666666666666666
SCHW,0.027903643367991116,0.23768064363733837,-0.5139427796219149,1.3487970797319835,31,0.7419354838709677
BA,0.02748009928768891,0.245772694415779,-0.7544263265037611,1.3427670511160066,9,0.6666666666666666
PPL,0.02684111459928995,0.24322369627470192,-0.39926789893175496,1.3337160913571733,25,0.72
PG,0.026452628764427777,0.24905379528228097,-0.3324382434240505,1.3282404610064253,39,0.6923076923076923
RF,0.023702836868705113,0.2388381324653095,-0.663500843550454,1.2900625571260196,25,0.68
C,0.021861273132627534,0.22834964357708012,-0.5679404491832605,1.2650544761041007,22,0.6818181818181818
TAP,0.020636050062082578,0.20222323789461175,-0.46932875869667434,1.2486609139647298,29,0.5862068965517241
WELL,0.019534355260446112,0.20965759887881238,-0.6506079762833297,1.2340851317475876,15,0.6
PFG,0.018246141970832408,0.21256371163304005,-0.693963037108118,1.2172376976689339,20,0.7
ROK,0.01705816461354903,0.19469684987069907,-0.4899440631959161,1.2018865493332045,27,0.6666666666666666
BAC,0.016507650041943434,0.21292314499336146,-0.7391533007980098,1.1948325382131315,26,0.7692307692307693
CNP,0.015969782136626698,0.18672346619094096,-0.6112302579641682,1.1879769032487526,18,0.6666666666666666
FITB,0.015968780788342185,0.21037590572889647,-0.6767745379740298,1.1879641734975994,16,0.75
WDC,0.015100858733913203,0.23423478014547475,-0.713094370814843,1.1769770797243642,24,0.7083333333333334
GIS,0.014618286440252426,0.17279201516828496,-0.4741243698817641,1.1709081514755275,37,0.7837837837837838
WU,0.014174696578727941,0.18067463873833486,-0.49128548240476955,1.1653545539216683,30,0.7666666666666667
GS,0.013931553797574159,0.18265205336673457,-0.502670497489455,1.1623206454513746,24,0.7083333333333334
EIX,0.01276426176498946,0.1667778457855547,-0.5385760575424523,1.147854928194584,27,0.6666666666666666
HBAN,0.011519350709945808,0.18190110802745374,-0.5980793352683736,1.132607620860299,23,0.7391304347826086
KIM,0.01135218207479105,0.18085470241262683,-0.7608894013235581,1.1305742551428832,21,0.6666666666666666
AES,0.00956788950305243,0.1677345442661558,-0.5763099178811407,1.1090764727436335,27,0.7407407407407407
NWL,0.008852947193750405,0.1822663318699034,-0.7003061541610948,1.1005672661164416,23,0.7391304347826086
VLO,0.00860752774632978,0.1976252802511725,-0.7565849791375815,1.0976599922849428,23,0.6956521739130435
FLS,0.00788443933492644,0.17384839732643179,-0.7395424900196343,1.0891346781083504,28,0.6428571428571429
OMC,0.006314512954303186,0.13888304754993644,-0.4333537312915622,1.0708316369975046,31,0.7741935483870968
LNC,0.006208076749653735,0.2089687207961166,-0.7916577883319866,1.0696009155236312,14,0.6428571428571429
IBM,0.005371272494512747,0.1176244644412828,-0.4940174464957613,1.059969603259112,28,0.7142857142857143
MET,0.004029827687539678,0.1621978357986396,-0.6442746505910528,1.0446942586009902,23,0.6956521739130435
EXC,0.0036011697594307,0.10578711188399208,-0.3785182803281858,1.039855342519469,30,0.6333333333333333
HPQ,0.0030284092236629867,0.1472050237629916,-0.7502301312928532,1.0334214848262502,25,0.68
WFC,0.0016530406117978291,0.13751102277593474,-0.6377279323768087,1.0181192256650005,23,0.6521739130434783
T,0.0007753204087450616,0.08675628171321359,-0.32004066184803615,1.008461620554196,36,0.5833333333333334
EMR,0.000734380482005248,0.12010217943402222,-0.645209733030283,1.0080131934866987,27,0.7777777777777778
SEE,-0.0027814152023206695,0.12234391129038494,-0.7547621251202257,0.9701722035180761,29,0.8275862068965517
GE,-0.003206082735616178,0.11056976243192948,-0.7845536132917902,0.9656898667161692,16,0.75
CMA,-0.004120045707123099,0.139708339803317,-0.7493578425017098,0.9561067694351848,22,0.7272727272727273
KR,-0.00606390474925711,0.07748780846017961,-0.6891470733060554,0.9360115111626706,31,0.7096774193548387
PM,-0.006909460367455322,0.06705421358544524,-0.5544297631161705,0.9273906297479293,26,0.5384615384615384
SPG,-0.009509481609436432,0.1289033819265264,-0.8066344589572783,0.9013317798733661,6,0.8333333333333334
HST,-0.00952338904147676,0.1164858389147827,-0.6561059634105734,0.901194198110057,23,0.7391304347826086
BK,-0.013033758033859422,0.06895847356129978,-0.522534890458319,0.8670707918955703,32,0.6875
HIG,-0.014232141319897473,0.09836619449910099,-0.6169770598372919,0.8556930431460775,24,0.625
NEM,-0.014806475655526952,0.09097512210586965,-0.8094093644329325,0.8502883731295227,32,0.6875
VTR,-0.018884457944622457,0.1126244590481013,-0.8235571530831429,0.8127958648419981,6,0.6666666666666666
K,-0.02010604337237909,-0.04713015692722677,-0.48608075527836214,0.8018606486486805,40,0.675
COP,-0.020963218365293135,0.08715741832120143,-0.7175772811787262,0.7942674533623335,14,0.5714285714285714
FOXA,-0.13506219567704836,-0.18793123337278203,-0.5227710480576554,0.7823100935476816,6,0.3333333333333333
WHR,-0.022408861472816066,0.08141687667540802,-0.7140114589790755,0.7816091513753327,24,0.5833333333333334
SLB,-0.02495874119369612,0.03674124203800078,-0.7028276688468544,0.7597276318251046,16,0.625
CVX,-0.027349679189770826,0.01459721700087184,-0.666184163888675,0.7397169156411064,20,0.55
PRU,-0.028815707494844522,0.056365363834910975,-0.6780637117024283,0.7276850725577969,21,0.5238095238095238
RL,-0.03218475721671665,0.04237176940061308,-0.6694581305809798,0.7007054956640952,25,0.68
WMB,-0.03281852953454889,0.11135475313829377,-0.856259022030263,0.6957329055776921,15,0.6
VNO,-0.03357959091712592,0.005272791715874776,-0.7079106455374224,0.6898039561665007,18,0.5
FCX,-0.038340998745728716,0.12137963382364579,-0.8368083417234051,0.6537403891649497,21,0.6190476190476191
BBY,-0.03901323398738399,0.06519572385817901,-0.7837088961543341,0.6487891129209771,22,0.5454545454545454
F,-0.03969581575476877,-0.00589167412759689,-0.7685320347680902,0.6437964944029558,24,0.5416666666666666
TPR,-0.04169487024098728,0.07584564344887054,-0.8724066873803747,0.6293748040554549,18,0.6111111111111112
APA,-0.04550921682075859,0.08876598167864626,-0.8621878995750376,0.6026681447678496,4,0.5
